Provider,Category,Feature,Protocol,Raw_Value,Score,Provenance
CyberGhost,Speed,Latency tier,OpenVPN (TCP),tier_good,1.50,benchmark_run
CyberGhost,Speed,Latency tier,IKEv2/IPsec,tier_good,1.50,benchmark_run
CyberGhost,Speed,Long distance speed,Overall,tier_consistent,1.00,editorial_default
CyberGhost,Speed,Long distance speed,WireGuard,tier_consistent,1.00,benchmark_run
CyberGhost,Speed,Long distance speed,OpenVPN (UDP),tier_consistent,1.00,benchmark_run
CyberGhost,Speed,Long distance speed,OpenVPN (TCP),tier_consistent,1.00,benchmark_run
CyberGhost,Speed,Long distance speed,IKEv2/IPsec,tier_consistent,1.00,benchmark_run
CyberGhost,Speed,Packet loss tier,Overall,tier_good,0.40,editorial_default
CyberGhost,Speed,Packet loss tier,WireGuard,tier_excellent,0.70,benchmark_run
CyberGhost,Speed,Packet loss tier,OpenVPN (UDP),tier_excellent,0.70,benchmark_run
CyberGhost,Speed,Packet loss tier,OpenVPN (TCP),tier_excellent,0.70,benchmark_run
CyberGhost,Speed,Packet loss tier,IKEv2/IPsec,tier_excellent,0.70,benchmark_run
CyberGhost,Speed,Speed consistency,Overall,tier_consistent,1.00,editorial_default
CyberGhost,Speed,Speed consistency,WireGuard,tier_variable,0.30,benchmark_run
CyberGhost,Speed,Speed consistency,OpenVPN (UDP),tier_consistent,1.00,benchmark_run
CyberGhost,Speed,Speed consistency,OpenVPN (TCP),tier_consistent,1.00,benchmark_run
CyberGhost,Speed,Speed consistency,IKEv2/IPsec,tier_consistent,1.00,benchmark_run
CyberGhost,Speed,Upload tier,Overall,tier_good,1.00,editorial_default
CyberGhost,Speed,Upload tier,WireGuard,tier_okay,0.50,benchmark_run
CyberGhost,Speed,Upload tier,OpenVPN (UDP),tier_okay,0.50,benchmark_run
CyberGhost,Speed,Upload tier,OpenVPN (TCP),tier_okay,0.50,benchmark_run
CyberGhost,Speed,Upload tier,IKEv2/IPsec,tier_poor,0.00,benchmark_run
CyberGhost,Streaming,_section_total,Overall,,1.50,calculated
CyberGhost,Streaming,_section_total_v3_streaming,Overall,T1=56% T2=37% T3=—,3.51,calculated
CyberGhost,Streaming,Android tv app,Overall,,0.00,comparitech_api
CyberGhost,Streaming,Browser extensions,Overall,yes,,editorial_default
CyberGhost,Streaming,Four k capable speed,Overall,yes,0.50,benchmark_run
CyberGhost,Streaming,Includes ad blocker,Overall,Yes,1.00,comparitech_api
CyberGhost,Streaming,Number of locations in relevant country,Overall,5+,1.50,comparitech_api
CyberGhost,Streaming,Simultaneous stream capacity,Overall,4_plus,0.30,editorial_default
CyberGhost,Streaming,Streaming device apps,Overall,2_or_3,0.40,calculated
CyberGhost,Streaming,Streaming hub coverage,Overall,3_plus_hubs,,benchmark_run
CyberGhost,Streaming,Streaming unblock toolkit,Overall,yes,0.30,editorial_default
CyberGhost,Streaming,Streaming v3 coverage,Overall,"4 services scored, 0 excluded (noise/unconfirmed) in 14d window",,calculated
CyberGhost,Streaming,Streaming v3 tier1 pct,Overall,55.6% (2 svc scored),,calculated
CyberGhost,Streaming,Streaming v3 tier2 pct,Overall,37.5% (2 svc scored),,calculated
CyberGhost,Streaming,Streaming v3 tier3 pct,Overall,—,,calculated
CyberGhost,Streaming,Tier1 streaming,Overall,most_3_or_4,2.40,benchmark_run
CyberGhost,Streaming,Tier2 streaming,Overall,most_3_or_4,1.00,benchmark_run
CyberGhost,Streaming,Tier3 streaming,Overall,most_3_or_4,0.30,benchmark_run
CyberGhost,Streaming,Works in high censorship countries,Overall,0,0.00,comparitech_api
CyberGhost,SystemPerformance,_section_total,Overall,,4.00,calculated
CyberGhost,SystemPerformance,_section_total_v3_sysperf,Overall,0.03940,6.92,calculated
CyberGhost,SystemPerformance,_section_total_v3_sysperf_protocol,WireGuard,0.03940,6.92,calculated
CyberGhost,SystemPerformance,_section_total_v3_sysperf_protocol,OpenVPN (UDP),0.14701,6.59,calculated
CyberGhost,SystemPerformance,Idle delta cpu pct,Overall,-0.1160,,calculated
CyberGhost,SystemPerformance,Idle delta cpu pct,WireGuard,-0.1160,,calculated
CyberGhost,SystemPerformance,Idle delta cpu pct,OpenVPN (UDP),-4.8310,,calculated
CyberGhost,SystemPerformance,Idle delta cpu tier,Overall,tier_okay,0.00,editorial_default
CyberGhost,SystemPerformance,Load efficiency per mbps,Overall,0.03940,,calculated
CyberGhost,SystemPerformance,Load efficiency per mbps,WireGuard,0.03940,,calculated
CyberGhost,SystemPerformance,Load efficiency per mbps,OpenVPN (UDP),0.14701,,calculated
CyberGhost,SystemPerformance,Load efficiency tier,Overall,tier_okay,4.00,editorial_default
CyberGhost,SystemPerformance,Ram delta mb,Overall,139.3,,calculated
CyberGhost,SystemPerformance,Ram delta mb,WireGuard,139.3,,calculated
CyberGhost,SystemPerformance,Ram delta mb,OpenVPN (UDP),153.1,,calculated
CyberGhost,SystemPerformance,Ram delta tier,Overall,tier_okay,0.00,editorial_default
CyberGhost,ValueForMoney,_section_total,Overall,,7.21,calculated
CyberGhost,ValueForMoney,Anonymous payments vfm,Overall,multiple,0.50,editorial_default
CyberGhost,ValueForMoney,Clear cancellation,Overall,yes,0.50,editorial_default
CyberGhost,ValueForMoney,Connection limit tier,Overall,6_to_10,0.91,editorial_default
CyberGhost,ValueForMoney,Country count,Overall,60_plus,,manual_admin
CyberGhost,ValueForMoney,Free trial available,Overall,yes,0.40,manual_admin
CyberGhost,ValueForMoney,Includes av,Overall,no,0.00,calculated
CyberGhost,ValueForMoney,Includes dark web monitor,Overall,no,0.00,editorial_default
CyberGhost,ValueForMoney,Includes password manager,Overall,no,0.00,editorial_default
CyberGhost,ValueForMoney,Intro lowest price tier,Overall,under_3_usd,1.00,editorial_default
CyberGhost,ValueForMoney,Lowest price,Overall,<$5,1.20,comparitech_api
CyberGhost,ValueForMoney,Money back duration,Overall,45_plus_days,1.00,editorial_default
CyberGhost,ValueForMoney,Money back guarantee,Overall,Yes,1.00,comparitech_api
CyberGhost,ValueForMoney,Monthly price tier,Overall,12_to_14,0.40,editorial_default
CyberGhost,ValueForMoney,Monthly pricing,Overall,<$13,1.10,comparitech_api
CyberGhost,ValueForMoney,Pricing consistency,Overall,moderate,0.50,editorial_default
CyberGhost,ValueForMoney,Renewal lowest price tier,Overall,3_to_5,0.70,editorial_default
CyberGhost,ValueForMoney,Sale frequency,Overall,few,0.50,comparitech_api
CyberGhost,ValueForMoney,Static ip included,Overall,yes,0.30,editorial_default
CyberGhost,ValueForMoney,Student discount,Overall,Yes,0.20,calculated
CyberGhost,ValueForMoney,Subscription term count,Overall,three_plus,0.50,calculated
CyberGhost,ValueForMoney,Traditional payments,Overall,multiple,0.30,editorial_default
ExpressVPN,EaseOfUse,_section_total,Overall,,8.12,calculated
ExpressVPN,EaseOfUse,Apps for major platforms,Overall,all_4,1.00,calculated
ExpressVPN,EaseOfUse,Browser extensions,Overall,1_plus,0.50,editorial_default
ExpressVPN,EaseOfUse,Country count,Overall,60_plus,0.80,calculated
ExpressVPN,EaseOfUse,Ease of cancellation,Overall,moderate,0.20,editorial_default
ExpressVPN,EaseOfUse,Ease of signup,Overall,moderate,0.42,editorial_default
ExpressVPN,EaseOfUse,Feature parity,Overall,most_features,0.40,editorial_default
ExpressVPN,EaseOfUse,Knowledge base,Overall,comprehensive,0.40,editorial_default
ExpressVPN,EaseOfUse,Linux support,Overall,app_with_gui,0.50,editorial_default
ExpressVPN,EaseOfUse,Live chat quality,Overall,24_7,0.80,editorial_default
ExpressVPN,EaseOfUse,Novice friendly design,Overall,high,0.60,editorial_default
ExpressVPN,EaseOfUse,Quick connect,Overall,yes,0.80,manual_admin
ExpressVPN,EaseOfUse,Quick pick purpose,Overall,no,0.00,manual_admin
ExpressVPN,EaseOfUse,Router support,Overall,app_or_firmware,0.50,editorial_default
ExpressVPN,EaseOfUse,Server picker quality,Overall,4_to_6,0.30,editorial_default
ExpressVPN,EaseOfUse,Setup guides,Overall,comprehensive,0.40,editorial_default
ExpressVPN,EaseOfUse,Streaming device apps eou,Overall,2_plus,0.50,editorial_default
ExpressVPN,EaseOfUse,Task specific servers,Overall,no,0.00,manual_admin
ExpressVPN,EaseOfUse,Unblocking consistency,Overall,generally_works,0.50,comparitech_api
ExpressVPN,Security,_section_total,Overall,,10.00,calculated
ExpressVPN,Security,Additional security features,Overall,No,0.00,comparitech_api
ExpressVPN,Security,Anonymous payment,Overall,multiple,0.40,editorial_default
ExpressVPN,Security,Audit cadence,Overall,continuous,0.50,editorial_default
ExpressVPN,Security,Authentication strength,Overall,sha384_or_higher,0.30,calculated
ExpressVPN,Security,Dns leak pass rate,Overall,tier_pass,0.80,benchmark_run
ExpressVPN,Security,Encryption strength,Overall,aes_128_or_higher,0.60,calculated
ExpressVPN,Security,Hq jurisdiction,Overall,outside_14_eyes,0.50,editorial_default
ExpressVPN,Security,Hq outside 9 eyes,Overall,Yes,0.10,comparitech_api
ExpressVPN,Security,Independent audit,Overall,within_24mo,1.00,editorial_default
ExpressVPN,Security,Ip logs,Overall,No,0.60,comparitech_api
ExpressVPN,Security,Ipv4 leak pass rate,Overall,tier_pass,0.30,benchmark_run
ExpressVPN,Security,Ipv6 leak pass rate,Overall,tier_pass,0.80,benchmark_run
ExpressVPN,Security,Kill switch effectiveness,Overall,effective,0.60,editorial_default
ExpressVPN,Security,Modern protocols,Overall,has_modern,0.70,calculated
ExpressVPN,Security,No logs policy status,Overall,audited,1.00,editorial_default
ExpressVPN,Security,Obfuscation available,Overall,yes,0.50,calculated
ExpressVPN,Security,Perfect forward secrecy,Overall,yes,0.30,calculated
ExpressVPN,Security,Private dns,Overall,Yes,0.40,comparitech_api
ExpressVPN,Security,Ram only servers,Overall,full,0.40,editorial_default
ExpressVPN,Security,Restrictive region access,Overall,yes,0.30,editorial_default
ExpressVPN,Security,Rsa key length,Overall,4096_plus,0.20,calculated
ExpressVPN,Security,Torrenting allowed,Overall,Yes,0.50,comparitech_api
ExpressVPN,Security,Webrtc leak pass rate,Overall,tier_pass,0.80,benchmark_run
ExpressVPN,Speed,_coverage,Overall,"{""status"": ""full"", ""count"": 7, ""expected"": 7, ""countries"": [""AU"", ""BR"", ""DE"", ""GB"", ""JP"", ""US"", ""ZA""], ""has_core"": true, ""has_far"": true, ""panel"": [""AU"", ""BR"", ""DE"", ""GB"", ""JP"", ""US"", ""ZA""]}",10.00,calculated
ExpressVPN,Speed,_section_total,Overall,,7.80,calculated
ExpressVPN,Speed,_section_total,WireGuard,,6.90,calculated
ExpressVPN,Speed,_section_total,OpenVPN (UDP),,7.70,calculated
ExpressVPN,Speed,_section_total,OpenVPN (TCP),,3.10,calculated
ExpressVPN,Speed,_section_total,Lightway (UDP),,8.40,calculated
ExpressVPN,Speed,_section_total_v3_global,Overall,,8.08,calculated
ExpressVPN,Speed,_section_total_v3_protocol,WireGuard,,8.77,calculated
ExpressVPN,Speed,_section_total_v3_protocol,OpenVPN (UDP),,7.17,calculated
ExpressVPN,Speed,_section_total_v3_protocol,OpenVPN (TCP),,4.76,calculated
ExpressVPN,Speed,_section_total_v3_protocol,Lightway (UDP),,7.81,calculated
ExpressVPN,Speed,_section_total_v3_uk,Overall,,7.96,calculated
ExpressVPN,Speed,_speed_v3_dl,Overall,,0.48,calculated
ExpressVPN,Speed,_speed_v3_lat,Overall,,0.08,calculated
ExpressVPN,Speed,_speed_v3_raw,Overall,"{""raw"": 0.630858, ""dl"": 0.481649, ""ul"": 0.068909, ""lat"": 0.0803, ""curve_score"": 7.96, ""curve_flavor"": ""uk_weighted"", ""curve_field_size"": 7, ""curve_score_min"": 5.0, ""curve_score_max"": 8.5}",0.63,calculated
ExpressVPN,Speed,_speed_v3_ul,Overall,,0.07,calculated
ExpressVPN,Speed,Connection time,Overall,tier_okay,0.05,editorial_default
ExpressVPN,Speed,Connection time,WireGuard,tier_slow,0.00,benchmark_run
ExpressVPN,Speed,Connection time,OpenVPN (UDP),tier_slow,0.00,benchmark_run
ExpressVPN,Speed,Connection time,OpenVPN (TCP),tier_slow,0.00,benchmark_run
ExpressVPN,Speed,Connection time,Lightway (UDP),tier_slow,0.00,benchmark_run
ExpressVPN,Speed,Download tier,Overall,tier_good,2.65,editorial_default
ExpressVPN,Speed,Download tier,WireGuard,tier_okay,2.00,benchmark_run
ExpressVPN,Speed,Download tier,OpenVPN (UDP),tier_excellent,3.30,benchmark_run
ExpressVPN,Speed,Download tier,OpenVPN (TCP),tier_poor,0.00,benchmark_run
ExpressVPN,Speed,Download tier,Lightway (UDP),tier_excellent,3.30,benchmark_run
ExpressVPN,Speed,Jitter tier,Overall,tier_good,0.20,editorial_default
ExpressVPN,Speed,Jitter tier,WireGuard,tier_excellent,0.40,benchmark_run
ExpressVPN,Speed,Jitter tier,OpenVPN (UDP),tier_excellent,0.40,benchmark_run
ExpressVPN,Speed,Jitter tier,OpenVPN (TCP),tier_excellent,0.40,benchmark_run
ExpressVPN,Speed,Jitter tier,Lightway (UDP),tier_excellent,0.40,benchmark_run
ExpressVPN,Speed,Latency tier,Overall,tier_good,1.50,editorial_default
ExpressVPN,Speed,Latency tier,WireGuard,tier_good,1.50,benchmark_run
ExpressVPN,Speed,Latency tier,OpenVPN (UDP),tier_okay,1.00,benchmark_run
ExpressVPN,Speed,Latency tier,OpenVPN (TCP),tier_okay,1.00,benchmark_run
ExpressVPN,Speed,Latency tier,Lightway (UDP),tier_okay,1.00,benchmark_run
ExpressVPN,Speed,Long distance speed,Overall,tier_consistent,1.00,editorial_default
ExpressVPN,Speed,Long distance speed,WireGuard,tier_consistent,1.00,benchmark_run
ExpressVPN,Speed,Long distance speed,OpenVPN (UDP),tier_consistent,1.00,benchmark_run
ExpressVPN,Speed,Long distance speed,OpenVPN (TCP),tier_inconsistent,0.00,benchmark_run
ExpressVPN,Speed,Long distance speed,Lightway (UDP),tier_consistent,1.00,benchmark_run
ExpressVPN,Speed,Packet loss tier,Overall,tier_good,0.40,editorial_default
ExpressVPN,Speed,Packet loss tier,WireGuard,tier_excellent,0.70,benchmark_run
ExpressVPN,Speed,Packet loss tier,OpenVPN (UDP),tier_excellent,0.70,benchmark_run
ExpressVPN,Speed,Packet loss tier,OpenVPN (TCP),tier_excellent,0.70,benchmark_run
ExpressVPN,Speed,Packet loss tier,Lightway (UDP),tier_excellent,0.70,benchmark_run
ExpressVPN,Speed,Speed consistency,Overall,tier_consistent,1.00,editorial_default
ExpressVPN,Speed,Speed consistency,WireGuard,tier_variable,0.30,benchmark_run
ExpressVPN,Speed,Speed consistency,OpenVPN (UDP),tier_variable,0.30,benchmark_run
ExpressVPN,Speed,Speed consistency,OpenVPN (TCP),tier_consistent,1.00,benchmark_run
ExpressVPN,Speed,Speed consistency,Lightway (UDP),tier_consistent,1.00,benchmark_run
ExpressVPN,Speed,Upload tier,Overall,tier_good,1.00,editorial_default
ExpressVPN,Speed,Upload tier,WireGuard,tier_good,1.00,benchmark_run
ExpressVPN,Speed,Upload tier,OpenVPN (UDP),tier_good,1.00,benchmark_run
ExpressVPN,Speed,Upload tier,OpenVPN (TCP),tier_poor,0.00,benchmark_run
ExpressVPN,Speed,Upload tier,Lightway (UDP),tier_good,1.00,benchmark_run
ExpressVPN,Streaming,_section_total,Overall,,1.50,calculated
ExpressVPN,Streaming,_section_total_v3_streaming,Overall,T1=100% T2=100% T3=100%,8.30,calculated
ExpressVPN,Streaming,Android tv app,Overall,,0.00,comparitech_api
ExpressVPN,Streaming,Browser extensions,Overall,yes,,editorial_default
ExpressVPN,Streaming,Four k capable speed,Overall,yes,0.50,benchmark_run
ExpressVPN,Streaming,Includes ad blocker,Overall,Yes,1.00,comparitech_api
ExpressVPN,Streaming,Number of locations in relevant country,Overall,5+,1.50,comparitech_api
ExpressVPN,Streaming,Simultaneous stream capacity,Overall,4_plus,0.30,editorial_default
ExpressVPN,Streaming,Streaming device apps,Overall,2_or_3,0.40,calculated
ExpressVPN,Streaming,Streaming hub coverage,Overall,3_plus_hubs,,benchmark_run
ExpressVPN,Streaming,Streaming unblock toolkit,Overall,yes,0.30,editorial_default
ExpressVPN,Streaming,Streaming v3 coverage,Overall,"4 services scored, 0 excluded (noise/unconfirmed) in 14d window",,calculated
ExpressVPN,Streaming,Streaming v3 tier1 pct,Overall,100.0% (2 svc scored),,calculated
ExpressVPN,Streaming,Streaming v3 tier2 pct,Overall,100.0% (2 svc scored),,calculated
ExpressVPN,Streaming,Streaming v3 tier3 pct,Overall,100.0% (assumed from T2 — T3 not yet benchmarked),,calculated
ExpressVPN,Streaming,Tier1 streaming,Overall,most_3_or_4,2.40,benchmark_run
ExpressVPN,Streaming,Tier2 streaming,Overall,most_3_or_4,1.00,benchmark_run
ExpressVPN,Streaming,Tier3 streaming,Overall,most_3_or_4,0.30,benchmark_run
ExpressVPN,Streaming,Works in high censorship countries,Overall,1,1.00,comparitech_api
ExpressVPN,SystemPerformance,_section_total,Overall,,4.00,calculated
ExpressVPN,SystemPerformance,_section_total_v3_sysperf,Overall,0.05736,6.59,calculated
ExpressVPN,SystemPerformance,_section_total_v3_sysperf_protocol,OpenVPN (UDP),0.04398,6.75,calculated
ExpressVPN,SystemPerformance,_section_total_v3_sysperf_protocol,Lightway (UDP),0.05736,6.59,calculated
ExpressVPN,SystemPerformance,Idle delta cpu pct,Overall,-3.3573,,calculated
ExpressVPN,SystemPerformance,Idle delta cpu pct,OpenVPN (UDP),-3.2153,,calculated
ExpressVPN,SystemPerformance,Idle delta cpu pct,Lightway (UDP),-3.3573,,calculated
ExpressVPN,SystemPerformance,Idle delta cpu tier,Overall,tier_okay,0.00,editorial_default
ExpressVPN,SystemPerformance,Load efficiency per mbps,Overall,0.05736,,calculated
ExpressVPN,SystemPerformance,Load efficiency per mbps,OpenVPN (UDP),0.04398,,calculated
ExpressVPN,SystemPerformance,Load efficiency per mbps,Lightway (UDP),0.05736,,calculated
ExpressVPN,SystemPerformance,Load efficiency tier,Overall,tier_okay,4.00,editorial_default
ExpressVPN,SystemPerformance,Ram delta mb,Overall,207.5,,calculated
ExpressVPN,SystemPerformance,Ram delta mb,OpenVPN (UDP),203.3,,calculated
ExpressVPN,SystemPerformance,Ram delta mb,Lightway (UDP),207.5,,calculated
ExpressVPN,SystemPerformance,Ram delta tier,Overall,tier_okay,0.00,editorial_default
ExpressVPN,ValueForMoney,_section_total,Overall,,6.71,calculated
ExpressVPN,ValueForMoney,Anonymous payments vfm,Overall,multiple,0.50,editorial_default
ExpressVPN,ValueForMoney,Clear cancellation,Overall,yes,0.50,editorial_default
ExpressVPN,ValueForMoney,Connection limit tier,Overall,6_to_10,0.91,editorial_default
ExpressVPN,ValueForMoney,Country count,Overall,60_plus,,manual_admin
ExpressVPN,ValueForMoney,Free trial available,Overall,no,0.00,manual_admin
ExpressVPN,ValueForMoney,Includes av,Overall,no,0.00,manual_admin
ExpressVPN,ValueForMoney,Includes dark web monitor,Overall,yes,0.30,editorial_default
ExpressVPN,ValueForMoney,Includes password manager,Overall,yes,0.30,editorial_default
ExpressVPN,ValueForMoney,Intro lowest price tier,Overall,under_3_usd,1.00,editorial_default
ExpressVPN,ValueForMoney,Lowest price,Overall,<$5,1.20,comparitech_api
ExpressVPN,ValueForMoney,Money back duration,Overall,30_to_44,0.90,editorial_default
ExpressVPN,ValueForMoney,Money back guarantee,Overall,Yes,1.00,comparitech_api
ExpressVPN,ValueForMoney,Monthly price tier,Overall,12_to_14,0.40,editorial_default
ExpressVPN,ValueForMoney,Monthly pricing,Overall,$15+,0.90,comparitech_api
ExpressVPN,ValueForMoney,Pricing consistency,Overall,steep,0.40,editorial_default
ExpressVPN,ValueForMoney,Renewal lowest price tier,Overall,7_to_10,0.20,editorial_default
ExpressVPN,ValueForMoney,Sale frequency,Overall,frequently,1.20,comparitech_api
ExpressVPN,ValueForMoney,Static ip included,Overall,yes,0.30,editorial_default
ExpressVPN,ValueForMoney,Student discount,Overall,yes,0.20,manual_admin
ExpressVPN,ValueForMoney,Subscription term count,Overall,three_plus,0.50,manual_admin
ExpressVPN,ValueForMoney,Traditional payments,Overall,multiple,0.30,editorial_default
F-Secure Freedome VPN,EaseOfUse,_section_total,Overall,,1.80,calculated
F-Secure Freedome VPN,EaseOfUse,Browser extensions,Overall,none,0.00,editorial_default
F-Secure Freedome VPN,EaseOfUse,Country count,Overall,under_30,0.20,manual_admin
F-Secure Freedome VPN,EaseOfUse,Linux support,Overall,none,0.00,editorial_default
F-Secure Freedome VPN,EaseOfUse,Live chat quality,Overall,24_7,0.80,editorial_default
F-Secure Freedome VPN,EaseOfUse,Quick connect,Overall,yes,0.80,manual_admin
F-Secure Freedome VPN,EaseOfUse,Quick pick purpose,Overall,no,0.00,manual_admin
F-Secure Freedome VPN,EaseOfUse,Router support,Overall,none,0.00,editorial_default
F-Secure Freedome VPN,EaseOfUse,Streaming device apps eou,Overall,none,0.00,editorial_default
F-Secure Freedome VPN,EaseOfUse,Task specific servers,Overall,no,0.00,manual_admin
F-Secure Freedome VPN,Security,_section_total,Overall,,3.80,calculated
F-Secure Freedome VPN,Security,Anonymous payment,Overall,none,0.00,editorial_default
F-Secure Freedome VPN,Security,Dns leak pass rate,Overall,tier_pass,0.80,editorial_default
F-Secure Freedome VPN,Security,Hq jurisdiction,Overall,outside_14_eyes,0.50,calculated
F-Secure Freedome VPN,Security,Ipv4 leak pass rate,Overall,tier_pass,0.30,editorial_default
F-Secure Freedome VPN,Security,Ipv6 leak pass rate,Overall,tier_pass,0.80,editorial_default
F-Secure Freedome VPN,Security,Kill switch effectiveness,Overall,effective,0.60,editorial_default
F-Secure Freedome VPN,Security,Webrtc leak pass rate,Overall,tier_pass,0.80,editorial_default
F-Secure Freedome VPN,Speed,_section_total,Overall,,7.80,calculated
F-Secure Freedome VPN,Speed,_section_total_v3_global,Overall,,5.00,editorial_default
F-Secure Freedome VPN,Speed,_section_total_v3_uk,Overall,,5.00,editorial_default
F-Secure Freedome VPN,Speed,Connection time,Overall,tier_okay,0.05,editorial_default
F-Secure Freedome VPN,Speed,Download tier,Overall,tier_good,2.65,editorial_default
F-Secure Freedome VPN,Speed,Jitter tier,Overall,tier_good,0.20,editorial_default
F-Secure Freedome VPN,Speed,Latency tier,Overall,tier_good,1.50,editorial_default
F-Secure Freedome VPN,Speed,Long distance speed,Overall,tier_consistent,1.00,editorial_default
F-Secure Freedome VPN,Speed,Packet loss tier,Overall,tier_good,0.40,editorial_default
F-Secure Freedome VPN,Speed,Speed consistency,Overall,tier_consistent,1.00,editorial_default
F-Secure Freedome VPN,Speed,Upload tier,Overall,tier_good,1.00,editorial_default
F-Secure Freedome VPN,Streaming,_section_total,Overall,,0.15,calculated
F-Secure Freedome VPN,Streaming,Android tv app,Overall,,0.00,comparitech_api
F-Secure Freedome VPN,Streaming,Browser extensions,Overall,no,,editorial_default
F-Secure Freedome VPN,Streaming,Includes ad blocker,Overall,,0.00,comparitech_api
F-Secure Freedome VPN,Streaming,Number of locations in relevant country,Overall,<5,1.20,comparitech_api
F-Secure Freedome VPN,Streaming,Offers a smart dns service,Overall,,0.00,comparitech_api
F-Secure Freedome VPN,Streaming,Simultaneous stream capacity,Overall,under_4,0.15,editorial_default
F-Secure Freedome VPN,Streaming,Streaming device apps,Overall,none,0.00,calculated
F-Secure Freedome VPN,Streaming,Streaming unblock toolkit,Overall,no,0.00,editorial_default
F-Secure Freedome VPN,Streaming,Tier1 streaming,Overall,most_3_or_4,,editorial_default
F-Secure Freedome VPN,Streaming,Tier2 streaming,Overall,most_3_or_4,,editorial_default
F-Secure Freedome VPN,Streaming,Tier3 streaming,Overall,most_3_or_4,,editorial_default
F-Secure Freedome VPN,Streaming,Works in high censorship countries,Overall,,0.00,comparitech_api
F-Secure Freedome VPN,SystemPerformance,_section_total,Overall,,4.00,calculated
F-Secure Freedome VPN,SystemPerformance,Cpu tier,Overall,tier_okay,1.20,editorial_default
F-Secure Freedome VPN,SystemPerformance,Idle delta cpu tier,Overall,tier_okay,0.00,editorial_default
F-Secure Freedome VPN,SystemPerformance,Load efficiency tier,Overall,tier_okay,4.00,editorial_default
F-Secure Freedome VPN,SystemPerformance,Network overhead tier,Overall,tier_okay,1.00,editorial_default
F-Secure Freedome VPN,SystemPerformance,Ram delta tier,Overall,tier_okay,0.00,editorial_default
F-Secure Freedome VPN,SystemPerformance,Ram tier,Overall,tier_okay,1.20,editorial_default
F-Secure Freedome VPN,ValueForMoney,_section_total,Overall,,4.05,calculated
F-Secure Freedome VPN,ValueForMoney,Anonymous payments vfm,Overall,none,0.00,editorial_default
F-Secure Freedome VPN,ValueForMoney,Connection limit tier,Overall,under_6,0.45,editorial_default
F-Secure Freedome VPN,ValueForMoney,Country count,Overall,under_30,,manual_admin
F-Secure Freedome VPN,ValueForMoney,Free trial available,Overall,yes,0.40,manual_admin
F-Secure Freedome VPN,ValueForMoney,Includes av,Overall,no,0.00,manual_admin
F-Secure Freedome VPN,ValueForMoney,Intro lowest price tier,Overall,3_to_5,0.70,editorial_default
F-Secure Freedome VPN,ValueForMoney,Money back duration,Overall,30_to_44,0.90,editorial_default
F-Secure Freedome VPN,ValueForMoney,Pricing consistency,Overall,consistent,0.60,editorial_default
F-Secure Freedome VPN,ValueForMoney,Renewal lowest price tier,Overall,3_to_5,0.70,editorial_default
F-Secure Freedome VPN,ValueForMoney,Student discount,Overall,no,0.00,manual_admin
F-Secure Freedome VPN,ValueForMoney,Subscription term count,Overall,two,0.30,manual_admin
FastestVPN,EaseOfUse,_section_total,Overall,,6.10,calculated
FastestVPN,EaseOfUse,Apps for major platforms,Overall,all_4,1.00,manual_admin
FastestVPN,EaseOfUse,Browser extensions,Overall,1_plus,0.50,editorial_default
FastestVPN,EaseOfUse,Ease of cancellation,Overall,very_easy,0.40,editorial_default
FastestVPN,EaseOfUse,Ease of signup,Overall,very_easy,0.70,manual_admin
FastestVPN,EaseOfUse,Knowledge base,Overall,comprehensive,0.40,manual_admin
FastestVPN,EaseOfUse,Linux support,Overall,app_with_gui,0.50,editorial_default
FastestVPN,EaseOfUse,Live chat quality,Overall,24_7,0.80,editorial_default
FastestVPN,EaseOfUse,Quick connect,Overall,no,0.00,manual_admin
FastestVPN,EaseOfUse,Router support,Overall,app_or_firmware,0.50,editorial_default
FastestVPN,EaseOfUse,Setup guides,Overall,comprehensive,0.40,manual_admin
FastestVPN,EaseOfUse,Streaming device apps eou,Overall,2_plus,0.50,editorial_default
FastestVPN,EaseOfUse,Task specific servers,Overall,yes,0.40,manual_admin
FastestVPN,Security,_section_total,Overall,,7.80,calculated
FastestVPN,Security,Anonymous payment,Overall,multiple,0.40,editorial_default
FastestVPN,Security,Authentication strength,Overall,sha384_or_higher,0.30,manual_admin
FastestVPN,Security,Dns leak pass rate,Overall,tier_pass,0.80,editorial_default
FastestVPN,Security,Encryption strength,Overall,aes_128_or_higher,0.60,manual_admin
FastestVPN,Security,Hq jurisdiction,Overall,outside_14_eyes,0.50,calculated
FastestVPN,Security,Independent audit,Overall,older,0.40,editorial_default
FastestVPN,Security,Ipv4 leak pass rate,Overall,tier_pass,0.30,editorial_default
FastestVPN,Security,Ipv6 leak pass rate,Overall,tier_pass,0.80,editorial_default
FastestVPN,Security,Kill switch effectiveness,Overall,effective,0.60,editorial_default
FastestVPN,Security,Modern protocols,Overall,has_modern,0.70,manual_admin
FastestVPN,Security,No logs policy status,Overall,claimed,0.50,editorial_default
FastestVPN,Security,Obfuscation available,Overall,yes,0.50,manual_admin
FastestVPN,Security,Perfect forward secrecy,Overall,yes,0.30,manual_admin
FastestVPN,Security,Restrictive region access,Overall,yes,0.30,editorial_default
FastestVPN,Security,Rsa key length,Overall,weaker,0.00,manual_admin
FastestVPN,Security,Webrtc leak pass rate,Overall,tier_pass,0.80,editorial_default
